#seqid	description	orientation	amoa log odds	pmoa log odds	bg log odds	label
EPAS0086	 pmoA	+	 -979.4787	 -611.0366	 -684.6678	pmoa
EPAS0085	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
EPAS0082	 pmoA	+	 -981.1905	 -613.4748	 -685.5677	pmoa
EPAS0081	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
EPAS0080	 pmoA	+	 -940.6550	 -604.7600	 -684.4393	pmoa
ESAS0023	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
ESAS0020	 pmoA	+	-1020.9261	 -643.2090	 -654.1118	pmoa
ESAS0024	 pmoA	+	 -976.9054	 -606.8892	 -681.5825	pmoa
ESAS0004	 pmoA	+	-1013.2985	 -647.4997	 -650.3484	pmoa
ESAS0006	 pmoA	+	 -921.0697	 -617.0447	 -673.9196	pmoa
ESAS0040	 pmoA	+	-1003.7725	 -549.3610	 -633.1176	pmoa
ESAS0043	 pmoA	+	-1020.9261	 -643.2090	 -654.1118	pmoa
ESAS0039	 pmoA	+	 -894.4591	 -618.3087	 -677.0227	pmoa
ECAT0007	 pmoA	+	 -955.2074	 -606.3329	 -690.1146	pmoa
ECAT0015	 pmoA	+	-1065.5223	 -671.4151	 -669.5938	bg
ECAT0016	 pmoA	+	 -975.8826	 -618.6724	 -687.2811	pmoa
ECAT0025	 pmoA	+	-1015.4312	 -628.8725	 -686.0997	pmoa
ECAT0020	 pmoA	+	 -975.1409	 -619.9753	 -684.4989	pmoa
ECAT0045	 pmoA	+	 -970.9295	 -615.0935	 -687.1678	pmoa
ECAT0043	 amoA	+	 -295.5761	 -576.3557	 -636.4122	amoa
ECAT0027	 amoA	+	 -241.9231	 -605.8867	 -643.2571	amoa
EPAU0051	 pmoA	+	-1014.3609	 -629.1945	 -686.0423	pmoa
EPAU0033	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
EPAU0027	 pmoA	+	 -979.9075	 -603.9340	 -686.6566	pmoa
EPAU0035	 pmoA	+	 -950.7715	 -619.5217	 -672.0944	pmoa
EPAU0044	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
EPAU0071	 pmoA	+	 -966.0968	 -604.8151	 -680.9753	pmoa
EPAU0029	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
EPAU0068	 pmoA	+	 -935.6317	 -585.3386	 -677.6798	pmoa
EPAU0020	 pmoA	+	-1183.4360	 -539.3879	 -644.2024	pmoa
EPAU0019	 pmoA	+	 -937.1949	 -604.0827	 -684.7922	pmoa
EPAU0009	 pmoA	+	-1026.6656	 -513.3912	 -644.6340	pmoa
EPAU0053	 pmoA	+	-1070.0019	 -627.5238	 -661.5031	pmoa
EPAU0046	 pmoA	+	-1012.0041	 -628.2316	 -685.6292	pmoa
EPAU0078	 pmoA	+	 -935.6317	 -585.3386	 -677.6798	pmoa
EPAU0057	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
EPAU0004	 pmoA	+	 -982.0498	 -625.6870	 -688.6174	pmoa
EPAU0042	 pmoA	+	-1051.3231	 -483.2901	 -640.5486	pmoa
EPAU0001	 pmoA	+	 -979.9075	 -603.9340	 -686.6566	pmoa
EPAU0069	 pmoA	+	-1010.5214	 -598.5404	 -679.9258	pmoa
EPAU0048	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
EPAU0079	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
ESAV0086	 pmoA	+	 -978.1650	 -613.1265	 -682.5518	pmoa
ESAV0040	 pmoA	+	 -987.2875	 -591.5627	 -679.9628	pmoa
ESAV0066	 pmoA	+	 -964.6159	 -623.2113	 -685.2021	pmoa
ESAV0002	 pmoA	+	 -994.6619	 -598.0616	 -682.6486	pmoa
ESAV0005	 pmoA	+	-1057.0587	 -532.2915	 -648.5101	pmoa
ESAV0007	 pmoA	+	 -994.6619	 -598.0616	 -682.6486	pmoa
ESAV0063	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ESAV0021	 pmoA	+	 -992.3868	 -593.6145	 -679.9550	pmoa
ESAV0027	 pmoA	+	 -937.4669	 -596.7068	 -676.5427	pmoa
ESAV0069	 pmoA	+	 -977.5043	 -610.6920	 -681.3227	pmoa
ESAV0024	 pmoA	+	 -947.1148	 -609.0840	 -681.2494	pmoa
ESAV0058	 pmoA	+	-1146.6478	 -532.2102	 -641.7940	pmoa
ESAV0050	 pmoA	+	 -979.3470	 -622.4385	 -685.9661	pmoa
ESAV0051	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ESAV0055	 pmoA	+	 -969.4295	 -617.1496	 -687.2839	pmoa
ESAV0039	 pmoA	+	 -947.3554	 -606.2449	 -681.1905	pmoa
ESAV0010	 pmoA	+	 -955.0187	 -631.5303	 -678.1256	pmoa
ESAV0032	 pmoA	+	 -939.2698	 -624.3713	 -693.9967	pmoa
ESAV0011	 pmoA	+	 -881.5205	 -618.9283	 -675.6734	pmoa
ESAV0036	 pmoA	+	 -988.8531	 -550.2930	 -633.4452	pmoa
ESAV0037	 pmoA	+	 -908.6732	 -637.1521	 -678.0998	pmoa
RPAX0069	 pmoA	+	 -990.2695	 -630.7614	 -685.7688	pmoa
RPAX0052	 amoA	+	 -372.9148	 -637.5794	 -665.7388	amoa
RPAX0053	 pmoA	+	-1013.2767	 -491.4429	 -644.5294	pmoa
RPAX0057	 pmoA	+	 -937.4669	 -596.7068	 -676.5427	pmoa
RPAX0054	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
RPAX0055	 pmoA	+	-1043.4180	 -549.5141	 -635.0929	pmoa
RPAX0077	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
RPAX0070	 pmoA	+	 -964.3927	 -605.8001	 -684.7872	pmoa
RPAX0071	 pmoA	+	 -937.4669	 -596.7068	 -676.5427	pmoa
RPAX0073	 pmoA	+	 -969.5377	 -586.8363	 -681.7463	pmoa
RPAX0032	 pmoA	+	 -961.0652	 -621.1387	 -687.2685	pmoa
RPAX0015	 pmoA	+	-1018.5796	 -547.6884	 -631.4179	pmoa
RPAX0035	 pmoA	+	 -953.7641	 -622.5611	 -687.1919	pmoa
RPAX0011	 pmoA	+	-1054.7506	 -539.6993	 -629.4387	pmoa
RPAX0038	 pmoA	+	-1042.5605	 -544.1651	 -628.1595	pmoa
RPAX0005	 pmoA	+	-1014.8693	 -534.1968	 -651.5603	pmoa
RPAX0018	 pmoA	+	-1042.4107	 -535.9122	 -627.8561	pmoa
RPAX0096	 pmoA	+	 -952.5110	 -580.5290	 -676.8543	pmoa
RPAX0094	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
RPAX0092	 pmoA	+	 -937.4669	 -596.7068	 -676.5427	pmoa
RPAX0093	 pmoA	+	 -948.7147	 -599.0877	 -678.9117	pmoa
RPAX0091	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
RPAX0014	 pmoA	+	 -972.9021	 -606.2034	 -679.9163	pmoa
RPAX0045	 pmoA	+	-1040.1189	 -537.8707	 -628.1567	pmoa
RPAX0008	 pmoA	+	-1003.8245	 -550.5427	 -632.1585	pmoa
RPAX0040	 pmoA	+	-1042.4107	 -535.9122	 -627.8561	pmoa
RPAX0043	 pmoA	+	-1040.1189	 -537.8707	 -628.1567	pmoa
RPAX0068	 pmoA	+	-1018.9171	 -549.8441	 -638.9357	pmoa
RPAX0067	 pmoA	+	-1015.9736	 -628.4776	 -685.2724	pmoa
RPAX0066	 pmoA	+	 -990.5702	 -587.2173	 -682.4122	pmoa
RPAX0064	 pmoA	+	 -941.8373	 -586.5392	 -679.6387	pmoa
RPAX0049	 amoA	+	 -244.9950	 -599.5236	 -643.0176	amoa
RPAX0048	 pmoA	+	 -990.1099	 -551.0588	 -633.3528	pmoa
RPAX0006	 pmoA	+	 -990.1099	 -551.0588	 -633.3528	pmoa
RPAX0027	 pmoA	+	-1001.1710	 -556.6567	 -634.6318	pmoa
RPAX0025	 pmoA	+	-1094.9878	 -561.8485	 -641.7993	pmoa
RPAX0081	 pmoA	+	 -950.0524	 -586.3649	 -677.2931	pmoa
RPAX0080	 pmoA	+	 -990.5702	 -587.2173	 -682.4122	pmoa
RPAX0085	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
RPAX0084	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
RPAX0087	 pmoA	+	-1018.9171	 -549.8441	 -638.9357	pmoa
RPAX0086	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
RPAX0089	 pmoA	+	 -975.1792	 -608.4158	 -681.9365	pmoa
RPAX0088	 pmoA	+	-1068.4748	 -500.9373	 -645.1307	pmoa
RCAY0029	 amoA	+	 -234.1548	 -607.0705	 -645.3285	amoa
RCAY0047	 pmoA	+	 -922.1196	 -637.8853	 -692.6414	pmoa
RCAY0020	 amoA	+	 -326.7528	 -627.9762	 -652.8388	amoa
RCAY0009	 pmoA	+	 -975.8826	 -618.6724	 -687.2811	pmoa
RCAY0042	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
RCAY0011	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
RCAY0003	 amoA	+	 -236.7170	 -609.0931	 -645.1884	amoa
RCAY0002	 amoA	+	 -252.7754	 -608.2505	 -644.9411	amoa
RCAY0006	 amoA	+	 -320.7275	 -597.8043	 -646.0681	amoa
RCAY0004	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
RCAY0033	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
RCAY0019	 pmoA	+	 -956.5880	 -620.4867	 -670.1476	pmoa
RCAY0038	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
RCAY0039	 amoA	+	 -243.5716	 -603.8389	 -644.7814	amoa
RCAY0036	 amoA	+	 -243.5716	 -603.8389	 -644.7814	amoa
RCAY0037	 amoA	+	 -239.4066	 -596.6163	 -636.2635	amoa
RCAY0013	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
RCAY0032	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
RCAY0015	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
RCAY0016	 amoA	+	 -250.7958	 -609.2273	 -646.7013	amoa
RCAY0017	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
RCAY0021	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
EPAW0047	 pmoA	+	-1108.5884	 -567.5458	 -641.1618	pmoa
EPAW0046	 pmoA	+	-1002.3147	 -597.9036	 -682.4016	pmoa
EPAW0014	 pmoA	+	 -954.9541	 -587.6533	 -677.3942	pmoa
EPAW0039	 pmoA	+	 -952.7711	 -617.9466	 -686.4152	pmoa
EPAW0023	 pmoA	+	 -963.6589	 -617.7095	 -686.5384	pmoa
EPAW0018	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
EPAW0020	 pmoA	+	 -944.2252	 -581.6119	 -675.0902	pmoa
EPAW0017	 pmoA	+	 -941.6458	 -617.2029	 -685.4846	pmoa
EPAW0044	 pmoA	+	 -961.0451	 -589.4481	 -679.8237	pmoa
EPAW0025	 pmoA	+	 -961.2923	 -588.4509	 -679.8424	pmoa
EPAW0027	 pmoA	+	-1154.6570	 -536.0113	 -642.2807	pmoa
EPAW0026	 pmoA	+	 -920.6112	 -619.4441	 -672.5140	pmoa
EPAW0028	 pmoA	+	-1091.8075	 -563.2780	 -643.9886	pmoa
EPAW0037	 pmoA	+	 -963.6589	 -617.7095	 -686.5384	pmoa
EPAW0001	 pmoA	+	 -946.3962	 -579.8126	 -675.4012	pmoa
EPAW0013	 pmoA	+	 -960.0467	 -622.3471	 -686.8493	pmoa
EPAW0007	 pmoA	+	-1002.3147	 -597.9036	 -682.4016	pmoa
EPAW0015	 pmoA	+	 -956.5022	 -583.4816	 -675.7286	pmoa
EPAW0008	 pmoA	+	-1014.8693	 -534.1968	 -651.5603	pmoa
EPAW0004	 pmoA	+	-1089.6873	 -518.3638	 -644.7211	pmoa
ISAZ3	 amoA	+	 -268.1365	 -604.0174	 -631.5702	amoa
ISAZ9	 pmoA	+	-1111.8470	 -285.9328	 -673.5029	pmoa
ISAZ79	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISAZ54	 pmoA	+	 -946.1897	 -609.0942	 -684.9819	pmoa
ISAZ56	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISAZ50	 pmoA	+	 -957.0301	 -614.6361	 -684.2414	pmoa
ISAZ51	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
ISAZ68	 pmoA	+	-1012.0041	 -628.2316	 -685.6292	pmoa
ISAZ91	 pmoA	+	 -964.7861	 -633.5316	 -688.9551	pmoa
ISAZ92	 pmoA	+	 -950.8310	 -609.6810	 -685.7049	pmoa
ISAZ94	 pmoA	+	 -964.7861	 -633.5316	 -688.9551	pmoa
ISAZ37	 pmoA	+	-1111.8470	 -285.9328	 -673.5029	pmoa
ISAZ78	 pmoA	+	 -976.5097	 -615.5077	 -681.1476	pmoa
ISAZ13	 pmoA	+	-1012.0041	 -628.2316	 -685.6292	pmoa
ISAZ15	 pmoA	+	 -990.5450	 -618.9046	 -678.7297	pmoa
ISAZ19	 pmoA	+	 -968.6300	 -631.8136	 -687.8788	pmoa
ISAZ76	 pmoA	+	 -982.1767	 -624.6101	 -684.0728	pmoa
ISAZ38	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISAZ87	 pmoA	+	 -950.8310	 -609.6810	 -685.7049	pmoa
ISAZ86	 pmoA	+	 -973.5195	 -620.5757	 -684.3426	pmoa
ISAZ85	 pmoA	+	 -950.8310	 -609.6810	 -685.7049	pmoa
ISAZ84	 pmoA	+	 -948.5352	 -601.3237	 -685.5874	pmoa
ISAZ73	 pmoA	+	 -992.0541	 -622.5905	 -682.5910	pmoa
ISAZ89	 pmoA	+	 -945.0086	 -604.6145	 -684.9604	pmoa
ISAZ43	 amoA	+	 -231.5829	 -607.4271	 -645.0367	amoa
ISAZ41	 pmoA	+	-1109.3764	 -295.3846	 -671.5361	pmoa
ISAZ48	 pmoA	+	 -943.4302	 -661.1854	 -651.0583	bg
ISAZ24	 pmoA	+	-1132.1406	 -293.1704	 -672.8734	pmoa
ISAZ26	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISAZ60	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISAZ63	 pmoA	+	 -973.8713	 -607.9918	 -680.6925	pmoa
ISAZ66	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA89	 pmoA	+	 -947.8458	 -603.5679	 -684.3450	pmoa
ISBA37	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
ISBA81	 pmoA	+	-1012.0041	 -628.2316	 -685.6292	pmoa
ISBA83	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA85	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA84	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA87	 pmoA	+	 -950.4661	 -607.5706	 -684.4473	pmoa
ISBA86	 pmoA	+	 -933.2382	 -604.6149	 -684.8151	pmoa
ISBA69	 pmoA	+	 -946.4126	 -606.3332	 -682.0573	pmoa
ISBA68	 pmoA	+	 -992.3868	 -593.6145	 -679.9550	pmoa
ISBA12	 pmoA	+	 -937.2134	 -661.0992	 -650.9600	bg
ISBA10	 pmoA	+	 -943.4302	 -661.1854	 -651.0583	bg
ISBA11	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA16	 pmoA	+	 -943.4302	 -661.1854	 -651.0583	bg
ISBA17	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
ISBA14	 pmoA	+	 -941.8004	 -600.9073	 -684.4410	pmoa
ISBA15	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
ISBA35	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA18	 pmoA	+	 -941.7764	 -608.5549	 -683.5505	pmoa
ISBA19	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
ISBA73	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA32	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA33	 pmoA	+	 -973.8713	 -607.9918	 -680.6925	pmoa
ISBA78	 pmoA	+	 -952.5465	 -604.2218	 -684.2659	pmoa
ISBA59	 pmoA	+	-1011.1082	 -628.5980	 -685.9950	pmoa
ISBA56	 pmoA	+	 -960.8616	 -603.1706	 -684.3677	pmoa
ISBA54	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
ISBA55	 pmoA	+	 -986.2177	 -608.5382	 -681.2482	pmoa
ISBA74	 pmoA	+	-1012.0041	 -628.2316	 -685.6292	pmoa
ISBA53	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA51	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA92	 pmoA	+	 -969.8407	 -614.2344	 -686.2958	pmoa
ISBA93	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA90	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA96	 pmoA	+	-1014.5686	 -626.4304	 -685.9024	pmoa
ISBA95	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA8	 pmoA	+	 -983.3129	 -611.1749	 -680.8848	pmoa
ISBA70	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA64	 pmoA	+	-1083.5451	 -535.2467	 -634.7348	pmoa
ISBA38	 pmoA	+	 -960.5251	 -599.9283	 -683.7110	pmoa
ISBA2	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA3	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA4	 pmoA	+	 -951.7940	 -661.8735	 -650.1954	bg
ISBA72	 pmoA	+	-1011.5847	 -618.8913	 -682.2442	pmoa
ISBA6	 pmoA	+	 -987.4073	 -628.5173	 -685.4103	pmoa
ISBA39	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
ISBA67	 pmoA	+	 -953.8221	 -608.7774	 -684.7853	pmoa
ISBA66	 pmoA	+	 -952.3260	 -605.8870	 -684.1188	pmoa
ISBA65	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA28	 pmoA	+	 -927.9487	 -662.6653	 -652.1559	bg
ISBA62	 pmoA	+	 -940.4619	 -601.8060	 -684.2064	pmoa
ISBA61	 pmoA	+	 -944.5621	 -604.1991	 -684.5712	pmoa
ISBA60	 pmoA	+	 -946.0621	 -602.7952	 -684.7619	pmoa
ISBA23	 pmoA	+	 -937.9153	 -661.6886	 -651.3989	bg
ISBA75	 pmoA	+	-1012.0041	 -628.2316	 -685.6292	pmoa
ISBA21	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA20	 pmoA	+	 -945.5146	 -600.6156	 -685.5375	pmoa
ISBA26	 pmoA	+	 -968.6749	 -613.1581	 -687.5383	pmoa
ISBA25	 pmoA	+	-1022.1660	 -627.8513	 -685.6246	pmoa
ISBA24	 pmoA	+	 -969.4120	 -607.1094	 -681.0025	pmoa
ISBA49	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA48	 pmoA	+	 -960.5251	 -599.9283	 -683.7110	pmoa
ISBA44	 pmoA	+	 -971.5553	 -606.3542	 -681.0498	pmoa
ISBA40	 pmoA	+	-1012.0041	 -628.2316	 -685.6292	pmoa
ISBA43	 pmoA	+	 -943.7250	 -602.2174	 -684.3755	pmoa
ISBA42	 pmoA	+	 -982.1767	 -624.6101	 -684.0728	pmoa
ESAH0091	 pmoA	+	 -985.9438	 -618.5775	 -685.3530	pmoa
ESAH0093	 pmoA	+	 -925.8170	 -633.6208	 -695.6564	pmoa
EPAH0026	 pmoA	+	 -956.8140	 -592.7415	 -676.7974	pmoa
EPAH0025	 pmoA	+	 -949.0811	 -591.7717	 -677.4956	pmoa
EPAH0004	 pmoA	+	-1130.8174	 -617.5190	 -673.4549	pmoa
EPAH0005	 pmoA	+	 -990.1099	 -551.0588	 -633.3528	pmoa
EPAH0001	 pmoA	+	 -992.7480	 -545.7838	 -633.3613	pmoa
EPAH0002	 pmoA	+	 -975.8826	 -618.6724	 -687.2811	pmoa
EPAH0003	 pmoA	+	 -955.2074	 -606.3329	 -690.1146	pmoa
EPAH0043	 pmoA	+	 -952.6120	 -585.7974	 -677.5159	pmoa
EPAH0009	 pmoA	+	 -934.5852	 -584.5421	 -677.8469	pmoa
ESAH0052	 pmoA	+	 -917.8161	 -630.1137	 -692.7149	pmoa
ESAH0082	 pmoA	+	 -917.8161	 -630.1137	 -692.7149	pmoa
EPAH0036	 pmoA	+	 -957.4463	 -593.1052	 -677.2868	pmoa
EPAH0017	 pmoA	+	 -973.2118	 -619.7602	 -687.9510	pmoa
EPAH0019	 pmoA	+	 -955.2074	 -606.3329	 -690.1146	pmoa
EPAH0018	 pmoA	+	 -957.4463	 -593.1052	 -677.2868	pmoa
ESAH0074	 pmoA	+	 -975.1409	 -619.9753	 -684.4989	pmoa
